element,id,contact:website,light_rail,name,network,network:short,official_name,operator,public_transport,railway,railway:ref,railway:station_category,station,uic_ref,wheelchair,wikidata,wikipedia,contact:phone,departures_board,departures_board:speech_output,description,ref,network:wikidata,train,uic_name,loc_name,note,start_date,toilets:wheelchair,subway,image,source,line,atm,atm:operator,operator:short,operator:wikidata,check_date:wheelchair,level,internet_access,surveillance,internet_access:fee,railway:ref:parent,addr:city,addr:housenumber,addr:postcode,addr:street,ref:station,source:address,phone,website,wikimedia_commons,surveillance:type,name:VBB,wheelchair:description,wheelchair:source,old_name,url,not:network:wikidata,layer,site,short_name,alt_name,postal_code,usage,name:ja,platforms,note:old_name,fixme,heritage,heritage:operator,lda:criteria,ref:lda,description:ar,description:de,description:en,description:es,description:fr,description:ja,description:nl,description:ru,iata,name:be,name:de,name:el,name:en,name:es,name:fr,name:hu,name:it,name:nl,tactile_paving,old_name:1958-05-31--1961,old_name:1961--1974-11,old_name:1974-11--2003-01-06,location,description:old_name,source:old_name,internet_access:ssid,shelter,name:ko,name:ru,ref_name,geometry
node,5162689220,,,Hohenzollernplatz,,,,,station,station,,,subway,,yes,Q571570,de:U-Bahnhof Hohenzollernplatz,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3247547 52.4940847)
node,5162689571,,,Spichernstraße,,,,,station,station,,,subway,,yes,Q667046,de:U-Bahnhof Spichernstraße,,,,,,,,,,,,,yes,,,,yes,Sparkasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3310091 52.4964453)
node,5162689572,,,Fehrbelliner Platz,,,,,station,station,,,subway,,yes,Q663245,de:U-Bahnhof Fehrbelliner Platz,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3151361 52.4905442)
node,5171026793,,,Hermannplatz,,,,,station,station,,,subway,,yes,Q658929,de:U-Bahnhof Hermannplatz,,,,,,,,,,,,,yes,,,,yes,Sparkasse,,,2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4245531 52.4862857)
node,5171026794,,,Rathaus Neukölln,,,,,station,station,,,subway,,yes,Q628770,de:U-Bahnhof Rathaus Neukölln,,,,,,,,,,,,,yes,,,,,,,,2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4341793 52.4816522)
node,5171026799,,,Parchimer Allee,,,,,station,station,,,subway,,yes,Q571855,de:U-Bahnhof Parchimer Allee,,,,,,,,,,,,,yes,,,,,,,,,,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BVG Wi-Fi,,,,,POINT (13.4495999 52.4447743)
node,5176114547,,,Jakob-Kaiser-Platz,,,,,station,station,,,subway,,no,Q638526,de:U-Bahnhof Jakob-Kaiser-Platz,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2933009 52.5362794)
node,5176114617,,,Wilmersdorfer Straße,,,,,station,station,,,subway,,yes,Q570961,de:U-Bahnhof Wilmersdorfer Straße,,,,,,,,,,,,,yes,,,,yes,Sparkasse,,,2022-11-06,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,ヴィルマースドルファー通り,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3066372 52.5066749)
node,5183374155,,,Zitadelle,,,,,station,station,,,subway,,yes,Q663212,de:U-Bahnhof Zitadelle,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2175358 52.537652)
node,5183375788,,,Paulsternstraße,,,,,station,station,,,subway,,no,Q570943,de:U-Bahnhof Paulsternstraße,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2478176 52.5379819)
node,5183375797,,,Halemweg,,,,,station,station,,,subway,,no,Q571025,de:U-Bahnhof Halemweg,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,U-Bhf Halemweg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2861036 52.5366262)
node,5198810677,,,Reinickendorfer Straße,,,,,station,station,,,subway,,yes,Q559249,de:U-Bahnhof Reinickendorfer Straße,,realtime,no,,,,,,,,,,yes,,,,,,,,,,wlan,indoor,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3702888 52.5400429)
node,5219721336,,,Schönhauser Allee,,,,,station,station,,,subway,,yes,,,,,,,,,yes,,,,,,yes,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4137114 52.5494885)
node,5219721338,,,Karl-Bonhoeffer-Nervenklinik,,,,,station,station,,,subway,,yes,Q475553,de:Bahnhof Berlin Karl-Bonhoeffer-Nervenklinik,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3335031 52.5786231)
node,5219721339,,,Wittenau,,,,,station,station,,,subway,,yes,Q175212,de:Bahnhof Berlin-Wittenau (Wilhelmsruher Damm),,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3347115 52.5956412)
node,5219756617,,,Rosa-Luxemburg-Platz,,,,,station,station,,,subway,,yes,Q658790,de:U-Bahnhof Rosa-Luxemburg-Platz,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4104868 52.5276951)
node,5219756618,,,Mierendorffplatz,,,,,station,station,,,subway,,no,Q571393,de:U-Bahnhof Mierendorffplatz,,,,,,,,,,,,yes,yes,,,,,,,,2022-11-06,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,ミーレンドルフプラッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3047721 52.5263437)
node,5220107618,,,Pankow,,,,,station,station,,,subway,,yes,,,,,,,,,,,,,,,yes,,,,,,,,2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4117203 52.56678)
node,5220114129,,,Haselhorst,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,Q570916,de:U-Bahnhof Haselhorst,,,,,,Q315451,,,,,,,yes,,,,,,BVG,Q99633,2022-11-05,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U Haselhorst (Berlin),POINT (13.2330942 52.5387183)
node,5250030091,,,Stadtmitte,,,,,station,station,,,subway,,yes,,,,,,,,,,,U Stadtmitte,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3898514 52.5106178)
node,5250030092,,,Hallesches Tor,,,,,station,station,,,subway,,yes,,de:U-Bahnhof Hallesches Tor,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U Hallesches Tor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3917126 52.4990257)
node,5250030093,,,Möckernbrücke,,,,,station,station,,,subway,,no,Q704716,,,,,,,,,,U Möckernbrücke,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3828981 52.4991179)
node,5284961126,,yes,Ostkreuz (Ringbahn),Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Ostkreuz (Ringbahn-S),DB InfraGO AG,station,station,BOK,3,light_rail,8089028,yes,Q660045,de:Bahnhof Berlin Ostkreuz,,realtime,no,,,Q315451,yes,Berlin Ostkreuz (S),,Bitte die 5 Nodes mit uic_ref in Bezug auf das Eisenbahn-Tagging so lassen und auch die Position nicht verändern. Die beiden Stadtbahn-Nodes BOKS und BOKR werden gerendert.,,,,,,,,,,,,,,,,,,,,,4809,,,,,,,,,,,,,Bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4691195 52.5029812)
node,5315601264,,,Berlin-Mahlsdorf,,,,DB Netz AG,station,station,BMHL,,,,yes,Q800484,de:Bahnhof Berlin-Mahlsdorf,,timetable,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6107967 52.5118952)
node,5320311289,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/friedrichstrasse/59,yes,S Friedrichstraße,Verkehrsverbund Berlin-Brandenburg,VBB,,DB Netz AG,station,station,BFSTT,2,light_rail,8011306,yes,Q702402,de:Bahnhof Berlin Friedrichstraße,,,,,,,,,,,,,,,,,,,,,,-2,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3866879 52.520768)
node,5324318370,,,Bundesplatz,,,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,Q464094,de:Bahnhof Berlin Bundesplatz,,,,,,,,,,,,,yes,,,U9,,,BVG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3285001 52.4776476)
node,5330823481,,,Rohrdamm,,,,,station,station,,,subway,,no,Q570911,de:U-Bahnhof Rohrdamm,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,Category:U-Bahnhof Rohrdamm (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.262306 52.5369951)
node,5679382211,,,Tempelhof,,,,,station,station,,,subway,,yes,Q571405,de:Bahnhof Berlin-Tempelhof,,realtime,no,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.385629 52.469568)
node,5713678268,,,Olympia-Stadion,,,,,station,station,,,subway,,yes,Q656441,de:U-Bahnhof Olympia-Stadion,,,,,,,,,,,,,yes,,,,,,,,2022-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2504479 52.5168643)
node,5713678269,,,Heinrich-Heine-Straße,,,,,station,station,,,subway,,no,Q663204,de:U-Bahnhof Heinrich-Heine-Straße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4160272 52.5104484)
node,5713678270,,,Eberswalder Straße,,,,,station,station,,,subway,,yes,Q571382,de:U-Bahnhof Eberswalder Straße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,U Dimitroffstraße,,,,,,,,,エベルスヴァルダー通り,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4121769 52.5415154)
node,5713944071,,,Bernauer Straße,,,,,station,station,,,subway,,yes,Q689293,de:U-Bahnhof Bernauer Straße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3966175 52.5374381)
node,5718454109,,,Alt-Tegel,,,,,station,station,,,subway,,yes,Q656090,de:U-Bahnhof Alt-Tegel,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2837514 52.5894565)
node,5726082246,,,Altstadt Spandau,,,,,station,station,,,subway,,no,Q571402,de:U-Bahnhof Altstadt Spandau,,,,,,,,,,,,,yes,,,,,,,,2022-11-05,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2062573 52.5388381)
node,6555763842,,,Wutzkyallee,,,,,station,station,,,subway,,yes,Q571841,de:U-Bahnhof Wutzkyallee,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4745668 52.4233264)
node,7103322725,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/suedkreuz/119,yes,Südkreuz (Nord-Süd),Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Südkreuz (Vorortbahn),DB Netz AG;DB Station&Service AG,station,station,BSKV,1,light_rail,,yes,,,+49 30 297 43333,realtime,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,4859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3651375 52.476214)
node,7590477149,,,Betriebswerk,,,,Berliner Parkeisenbahn,station,station,,,miniature,,no,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5382582 52.4647137)
node,7590477180,,,Badesee,,,,Berliner Parkeisenbahn,station,station,,,miniature,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pionierzentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5483594 52.4664295)
node,7590482488,,,Hauptbahnhof,,,,Berliner Parkeisenbahn,station,station,,,miniature,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bf. Pionierpark ""E.Thälmann""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5433115 52.4579993)
node,8170768521,,,Unter den Linden,,,,,station,station,,,subway,,yes,,,,,,,,,,,,,,,yes,,,U5;U6,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.38882 52.5169884)
node,8170768522,,,Rotes Rathaus,,,,,station,station,,,subway,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4080828 52.5188425)
node,9082329700,,,Museumsinsel,,,,,station,station,,,subway,,yes,Q1459924,en:Museumsinsel (Berlin U-Bahn),,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,Category:U-Bahnhof Museumsinsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3988844 52.5172626)
node,11891045337,,,Wuhlheide Parkeisenbahn,,,,Berliner Parkeisenbahn,station,station,,,miniature,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5538717 52.4684445)
